"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.615556838E0,1.231951267E-1,-1.369286925E-1,-3.788089752E-2,1.880464529E-1
3.623552432E0,8.082371950E-2,-2.209666371E-1,8.659172058E-2,2.507126930E-1
3.631548025E0,-1.403863728E-2,-2.234931886E-1,1.559848785E-1,2.729057915E-1
3.639543619E0,-3.169962764E-2,-1.791684180E-1,1.727123260E-1,2.508699583E-1
3.647539211E0,4.073474556E-3,-1.342332661E-1,1.248178482E-1,1.833430068E-1
3.655565322E0,1.059153527E-1,-1.028122902E-1,7.694911957E-2,1.664619955E-1
3.663560915E0,2.705982924E-1,-7.881355286E-2,6.262779236E-2,2.887165605E-1
3.671556509E0,3.993131816E-1,-4.923865199E-2,4.832458496E-2,4.052292282E-1
3.679552102E0,4.216459394E-1,-6.632052362E-2,1.966762543E-2,4.272827232E-1
3.687578212E0,2.782027125E-1,-1.299897730E-1,1.975250244E-2,3.077080625E-1
3.695573806E0,-1.741906255E-2,-2.022636384E-1,1.347570419E-1,2.436667058E-1
3.703569399E0,-2.648546994E-1,-1.925152391E-1,2.473478317E-1,4.103548208E-1
3.711564993E0,-2.861668468E-1,-1.920672506E-1,3.479623795E-1,4.897541327E-1
3.719560586E0,-1.446667463E-1,-1.827934384E-1,4.557695389E-1,5.119255621E-1
3.727586696E0,-6.998658180E-3,-2.012955546E-1,4.917507172E-1,5.314015895E-1
3.735582290E0,1.065513343E-1,-2.047490627E-1,4.630680084E-1,5.174044317E-1
3.743577883E0,1.646331847E-1,-1.623292267E-1,4.128150940E-1,4.731502564E-1
3.751573477E0,1.065857559E-1,-1.172227785E-1,2.691812515E-1,3.123463612E-1
3.759599588E0,7.909432054E-3,-8.789154887E-2,1.327362061E-1,1.593938012E-1
3.767595180E0,-1.030314565E-1,-5.633915216E-2,3.939247131E-2,1.238601949E-1
3.775590774E0,-1.254333258E-1,-2.877224982E-2,1.113891602E-3,1.286957743E-1
3.783586367E0,-8.392658830E-2,-2.890360914E-2,8.973503113E-2,1.262199139E-1
3.791581961E0,1.267255843E-2,-8.086184412E-2,2.645425797E-1,2.769151639E-1
3.799608072E0,1.462858319E-1,-1.236106455E-1,4.249715805E-1,4.661330074E-1
3.807603665E0,2.362849563E-1,-1.607523710E-1,5.135574341E-1,5.877185921E-1
3.815599258E0,2.683242261E-1,-1.503124237E-1,4.321460724E-1,5.304167634E-1
3.823594851E0,1.602977961E-1,-1.591758579E-1,2.669458389E-1,3.497033287E-1
3.831590445E0,4.380759597E-2,-1.095329374E-1,1.400585175E-1,1.831200649E-1
3.839616556E0,-3.878238797E-2,-6.233791262E-2,4.191398621E-2,8.453916966E-2
3.847612149E0,-5.211696029E-2,-2.175672352E-2,1.560306549E-2,5.859170778E-2
3.855607742E0,5.810704082E-2,3.400388360E-2,3.672599792E-3,6.742536824E-2
3.863603335E0,1.701349020E-1,4.515171051E-3,-4.416561127E-2,1.758319450E-1
3.871629446E0,1.816463470E-1,2.540279329E-1,-1.547687531E0,1.578880071E0
3.879625040E0,5.041782856E-1,3.564204276E-1,9.942817688E-2,6.253936578E-1
3.887620633E0,3.506582379E-1,1.486785710E-3,2.047243118E-1,4.060485860E-1
3.895616226E0,1.466152668E-1,-2.008091658E-1,7.308387756E-2,2.591555724E-1
3.903642337E0,4.176213592E-2,-1.689691544E-1,2.407703400E-1,2.970942741E-1
3.911637930E0,2.729434520E-2,-1.632119119E-1,2.312994003E-1,2.843985268E-1
3.919633524E0,6.518045068E-2,-1.327439249E-1,1.500072479E-1,2.106457101E-1
